uniqid,pid_filter,dem_ex_1,dem_ex_2,dem_ex_3,rep_ex_1,rep_ex_2,rep_ex_3,gender,state,age,educ,race,hispanic,pship,pship_text,dem_branch,rep_branch,ind_branch,demlead4,replead4,libcon_1,libcon_2,libcon_3,libcon_4,libcon_5,libcon_6,media1_1,media1_2,media1_3,media1_4,media1_5,media1_6,media1_7,media1_9,media1_10,media1_11,media1_12,media1_13,media1_14,media1_15,media1_16,media2_1,media2_2,media2_3,media2_4,media2_5,media2_6,media2_7,media2_8,media2_9,media2_10,media2_11,media2_12,media2_13,pidimp,piddesc,pidwe,pidid,pidid1,ideo,pid7,pid3,name,recall_party,recall_order,recall_rating,cfscore,dwnom1,dwnom2,cfscoresdyn,Male,Age18_29,Age30_49,White,College_grad,Democrat,Republican,agenum,exec,gov,leg,legleader
R_aVqNQ79mrDTvzSJ,Dem,barack obama,nancy pelosi,harry reid,george bush,mitt romney,john boehner,Male,Tennessee,18-29,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Closer to Democratic,Hillary Clinton,John McCain,4,6,2,5,4,6,The Simpsons,,,,NBC Nightly News,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,The Late Show with David Letterman,,,,,,,,,Hardball with Chris Matthews,Rachel Maddow Show,,Very important,Extremely well,Rarely,A great deal,,Liberal,3,Democrat,barack obama,dem,1,4,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,1,0,1,1,1,0,23.5,1,0,0,0
R_2sg2jBbihuhrXPD,Rep,barrack obama,harry reid,nancy pelosi,john boehner,mitch mcconnell,john mccain,Male,Florida,50+,Advanced degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Bill Clinton,Chris Christie,2.5,6.4000001,1.4,6.4000001,2.5,4,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Some of the time,Somewhat,,Moderate,6,Republican,barack obama,dem,1,2.5,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,0,1,1,0,1,60,1,0,0,0
R_3fr45Bv9uCKNHZr,Rep,barack obama,hillary clinton,bill clinton,mitt romney,george bush,ronald reagan,Male,Nevada,18-29,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Closer to Republican,Harry Reid,John McCain,2,5.4000001,2.3,6,3,6.0999999,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,Moderate,5,Republican,barack obama,dem,1,2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,1,0,1,1,0,1,23.5,1,0,0,0
R_1MOVLDi2Q80wADz,Dem,president obama,joe biden,michelle obama,mitt romney,george bush jr.,george bush sr.,Female,Texas,18-29,Some college,Black/African American,FALSE,Democrat,,Strong Democrat,,,John F. Kennedy,Sarah Palin,2.9000001,5.8000002,3.4000001,3.2,3,3.9000001,,,,,,,BET News,Good Morning America,,,CNN Headline News / Newsroom,The Tonight Show with Jay Leno,,,,,,,,Ellen DeGeneres Show,,,,,,,,The Early Show,Very important,Very well,Most of the time,Somewhat,,Moderate,1,Democrat,barack obama,dem,3,3,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,1,0,0,0,1,0,23.5,1,0,0,0
R_6LItT2QrW9wlliZ,Ind,obama,nancy pelosi,harry reid,john bhoener,eric cantor,fox news,Male,Alabama,30-49,High school degree or equivalent,White/Caucasian,FALSE,Independent,,,,Neither,Hillary Clinton,Paul Ryan,2,6.5,2,6.5,2,6.5,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Not important at all,Not at all,Never,Very little,,I don't think in these terms,4,Independent,barack obama,dem,1,2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,1,0,0,0,39.5,1,0,0,0
R_9N6eEYxUYTN7OyF,Dem,obama,bill clinton,hillary clinton,boener,palin,mccain,Male,Pennsylvania,30-49,Some college,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Franklin D. Roosevelt,Chris Christie,2.2,6,1.4,7,2,5.5,,,,,NBC Nightly News,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Most of the time,A great deal,,Liberal,1,Democrat,barack obama,dem,1,2.2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,1,0,1,0,39.5,1,0,0,0
R_e42a9rxRtb62OQl,Dem,obama,clinton,warren,boehner,romney,bush,Female,Michigan,18-29,Some college,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Al Gore,John McCain,4.0999999,7,3.3,7,3.9000001,6.5,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Not important at all,Very well,Never,Not at all,,Liberal,1,Democrat,barack obama,dem,1,4.0999999,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,1,0,1,0,1,0,23.5,1,0,0,0
R_0IBLhSeaJNm7x1r,Rep,barrack oboma,reed,nancy pelosi,john boehner,mitch mcconnel,hal rogers,Male,Kentucky,30-49,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Strong Republican,,John Kerry,Ted Cruz,1.6,5.5999999,1.4,5.8000002,1.5,7,,,,,,,,,,,,,,,None of these,,,The O'Reilly Factor,,,,,,,,,,,Very important,Very well,Most of the time,Somewhat,,Conservative,7,Republican,barack obama,dem,1,1.6,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,1,1,0,1,39.5,1,0,0,0
R_3KMwYc3fcvDkK45,Dem,obama,biden,clinton,boehner,cruz,palin,Male,Michigan,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Al Gore,George W. Bush,3,7,2.9000001,7,3.8,6.3000002,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,The Late Show with David Letterman,,,,,,,,,,,,Not very important,Not very well,Never,Very little,,Liberal,1,Democrat,barack obama,dem,1,3,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,1,1,1,0,39.5,1,0,0,0
R_2c8ldO88ohTHqbr,Dem,president barack obama,bill clinton,john f. kennedy,abraham lincoln,ronald reagan,george w. bush,Male,California,18-29,Some college,Asian,FALSE,Independent,,,,Closer to Democratic,Franklin D. Roosevelt,Mitt Romney,1,6,1.9,7,1,6,,,,,,,,Good Morning America,,,,,,,,,,,,,,,Fox News,,,,,,Very important,Very well,Some of the time,Somewhat,,Moderate,3,Democrat,barack obama,dem,1,1,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,1,0,0,0,1,0,23.5,1,0,0,0
R_erZo0TMtv9C0RMN,Rep,barack obama,joe biden,harry reid,john boehner,mitch mcconnel,john ensign,Male,Nevada,30-49,Some college,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Hillary Clinton,John McCain,1.2,6.5999999,1.4,6.1999998,1.5,6.5999999,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Some of the time,Very little,,Moderate,6,Republican,barack obama,dem,1,1.2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,1,0,0,1,39.5,1,0,0,0
R_d6eQFIPJ4tPpyGF,Rep,obama,bill clinton,hillary clinton,bush,romney,reagan,Female,Oklahoma,30-49,Some college,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,John Kerry,Sarah Palin,1,7,1.5,6.5,1.5,6.9000001,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Never,Very little,,Conservative,6,Republican,barack obama,dem,1,1,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,1,1,0,0,1,39.5,1,0,0,0
R_8GHmFqqlm2DbvZb,Rep,barack obama,hillary clinton,nancy pelosi,john boehner,eric cantor,paul ryan ,Male,North Carolina,30-49,Advanced degree,White/Caucasian,FALSE,Republican,,,Strong Republican,,Bill Clinton,Rand Paul,1,6.0999999,3.2,6.5999999,4.1999998,7,,,,,,,,,,,,,,,None of these,,,The O'Reilly Factor,,,,,Fox News,,Hannity with Sean Hannity,,,,Extremely important,Very well,Some of the time,A great deal,,Conservative,7,Republican,barack obama,dem,1,1,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,1,1,0,1,39.5,1,0,0,0
R_bmup3wvjpsm64Qd,Dem,obama,clinton,,george h. bush,ronald regan,george w. bush,Male,Florida,18-29,Some college,More than one race,TRUE,Other party (please specify below),Libertarian,,,Closer to Democratic,Franklin D. Roosevelt,Mitt Romney,2.5999999,5.9000001,1.5,6,2.8,5.5,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Never,,Very little,Moderate,3,Democrat,barack obama,dem,1,2.5999999,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,1,0,0,0,1,0,23.5,1,0,0,0
R_eKgNn0kCrmlHA6F,Dem,obama,clinton,biden,bush,palin,kerry,Male,Washington,18-29,Some college,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,John F. Kennedy,John Boehner,2.2,7,2,7,3.0999999,5,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,Liberal,2,Democrat,barack obama,dem,1,2.2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,1,0,1,0,1,0,23.5,1,0,0,0
R_3yiQ6iWsNLP0xJH,Dem,barrack oboma,hillary clinton,debbi waserman schultz,mitt romney,michelle bachman,john baynore,Female,Florida,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Al Gore,Jeb Bush,2.9000001,5,3.0999999,6.5999999,2.9000001,6,The Simpsons,ABS News Nightline,ABC World News,,,,,Good Morning America,CBS Evening News,,CNN Headline News / Newsroom,,,The Daily Show with Jon Stewart,,60 Minutes,The Late Show with David Letterman,,,Ellen DeGeneres Show,,,,,,,Rachel Maddow Show,,Very important,Very well,Some of the time,A great deal,,Moderate,2,Democrat,barack obama,dem,1,2.9000001,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,1,1,1,1,0,39.5,1,0,0,0
R_6zlFJFrcMjc2R49,Rep,clinton,carter,obama,reagan,bush,bush,Female,Virginia,50+,Some college,White/Caucasian,TRUE,Republican,,,Strong Republican,,Joseph Biden,John McCain,4.3000002,6.0999999,4.0999999,5.9000001,6.0999999,6.1999998,,ABS News Nightline,,,NBC Nightly News,,,Good Morning America,,,,,America This Morning,,,,,The O'Reilly Factor,,,,,Fox News,,,,,The Early Show,Very important,Very well,Some of the time,Somewhat,,Conservative,7,Republican,barack obama,dem,3,6.0999999,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,0,1,0,0,1,60,1,0,0,0
R_eniedTJs45OoJ2R,Dem,obama,hilary clinton,john kerry,mitt romney,george bush,sarah palin,Female,Vermont,18-29,Some college,White/Caucasian,FALSE,Independent,,,,Closer to Democratic,Al Gore,John Boehner,1,6.0999999,2,6,4,6.0999999,,,,,,,,,,CBS Morning News,,,,The Daily Show with Jon Stewart,,,,,,Ellen DeGeneres Show,,,,,,,,,Very important,Very well,Never,Somewhat,,I don't think in these terms,3,Democrat,barack obama,dem,1,1,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,1,0,1,0,1,0,23.5,1,0,0,0
R_cUQLt2wz8Gxuuu9,Ind,obama,biden,o'malley,bush,chritie,mccain,Male,Maryland,18-29,Some college,White/Caucasian,FALSE,Independent,,,,Neither,Nancy Pelosi,Sarah Palin,1.7,5.8000002,1.9,5.5999999,2.2,6.0999999,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Somewhat,,I don't think in these terms,4,Independent,barack obama,dem,1,1.7,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,1,0,1,0,0,0,23.5,1,0,0,0
R_4ZXgCiAfdR5n4Xj,Ind,obama,joe biden,nancy pelosi,mitt romney,sarah palin,john boehner,Female,Pennsylvania,50+,High school degree or equivalent,White/Caucasian,FALSE,Independent,,,,Neither,Hillary Clinton,Paul Ryan,2,6,3,5.9000001,2.9000001,6,,,,,,,,Good Morning America,,,,,,,,,,,None of these,,,,,,,,,,Very important,Very well,Never,Somewhat,,Moderate,4,Independent,barack obama,dem,1,2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,0,1,0,0,0,60,1,0,0,0
R_0olbWknHsu8be05,Rep,barack obama,dick durbin,joseph biden,george w. bush,paul ryan,mitt romney,Male,Illinois,50+,Advanced degree,White/Caucasian,FALSE,Republican,,,Strong Republican,,Bill Clinton,Ted Cruz,1,6,1,7,3,7,,,,,,,,,,,,,,,None of these,,,The O'Reilly Factor,,,,,Fox News,,Hannity with Sean Hannity,,,,Very important,Very well,Rarely,A great deal,,Conservative,7,Republican,barack obama,dem,1,1,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,0,1,1,0,1,60,1,0,0,0
R_0BZTxy8UR0uix0h,Dem,president barak obama,john kerry ,joe bieden,newt gingrich,jon huntsman,,Male,Georgia,18-29,Some college,Asian,TRUE,Democrat,,Not very strong Democrat,,,Bill Clinton,George W. Bush,4.0999999,3.5999999,3.9000001,2.7,5.4000001,4.4000001,,,,,NBC Nightly News,,,,,,,,,,,60 Minutes,,,,,,,,,,,,,Very important,Not very well,Most of the time,Somewhat,,Moderate,2,Democrat,barack obama,dem,1,4.0999999,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,1,0,0,0,1,0,23.5,1,0,0,0
R_3QpapwQHj8virS5,Dem,bill clinton,barack obama,al gore,ronald reagen,george bush,newt gingrich,Male,Georgia,30-49,Some college,Black/African American,FALSE,Independent,,,,Closer to Democratic,Hillary Clinton,John McCain,2,7,2,6,2,5,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,Moderate,3,Democrat,barack obama,dem,2,2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,0,0,1,0,39.5,1,0,0,0
R_0NjKV1BuzGawY0l,Dem,president barack obama,nancy pelosi,hilary clinton,george w bush,ronald regan,ted cruz,Female,California,30-49,Bachelor's degree,Black/African American,FALSE,Democrat,,Strong Democrat,,,Bill Clinton,John Boehner,3,6,1,6,2,7,,,,,,,,Good Morning America,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,Liberal,1,Democrat,barack obama,dem,1,3,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,1,0,1,1,0,39.5,1,0,0,0
R_0erQ6vS4Kcfcd1z,Rep,clinton,obama,pelosi,palin,mccain,bush,Male,Indiana,30-49,High school degree or equivalent,Native American or Alaska Native,FALSE,Republican,,,Not very strong Republican,,John Kerry,Ronald Reagan,2.8,6.6999998,2.8,6,6,6.0999999,,,,,,,,,,,CNN Headline News / Newsroom,,,,,,,,,,,Fox and Friends,Fox News,,,,,,Very important,Very well,All of the time,A great deal,,Conservative,6,Republican,barack obama,dem,2,2.8,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,0,0,0,1,39.5,1,0,0,0
R_0CK70c1idkU5Wpn,Rep,obama,clinton,carter,bush,ford,romney,Female,Ohio,50+,Advanced degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Hillary Clinton,Jeb Bush,2,6.0999999,2,6.0999999,2,6,,,,Today Show,,,,,,,,The Tonight Show with Jay Leno,,,,,The Late Show with David Letterman,,,Ellen DeGeneres Show,,,Fox News,,,,,,Not very important,Not very well,Never,Very little,,Conservative,6,Republican,barack obama,dem,1,2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,0,1,1,0,1,60,1,0,0,0
R_9vHoYYpOzRs3noN,Dem,barack obama,joe biden,harry reid,john boehner,chris christie,mitt romney,Female,Florida,50+,Some college,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Nancy Pelosi,John McCain,3,6,3,4,2,6,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Some of the time,Somewhat,,Liberal,2,Democrat,barack obama,dem,1,3,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,0,1,0,1,0,60,1,0,0,0
R_79yu2DqHpwjlO4t,Rep,obama,pelosi,clinton,boehner,ryan,cantor,Female,Michigan,30-49,Advanced degree,White/Caucasian,FALSE,Independent,,,,Closer to Republican,Harry Reid,John McCain,1,2,1,5,1,2,,,,,,,,,,,,,,,None of these,60 Minutes,,,,,,Fox and Friends,Fox News,,,,,,Very important,Very well,Never,Somewhat,,Conservative,5,Republican,barack obama,dem,1,1,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,1,1,1,0,1,39.5,1,0,0,0
R_3W2ZDvdZaIRBuJv,Dem,barak obama,hillary clinton,bill clinton,john beoner,newt gingrich,mitt romney,Female,Texas,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,John Kerry,Rand Paul,3,7,2,7,2,7,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,,Ellen DeGeneres Show,,,,,,Hardball with Chris Matthews,Rachel Maddow Show,,Very important,Very well,Some of the time,A great deal,,Liberal,1,Democrat,barack obama,dem,1,3,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,1,1,1,1,0,39.5,1,0,0,0
R_e3b2sVwUNnRQqjj,Dem,barack obama,hilary clinton,bill clinton,george w. bush,john boehner,chris christie,Female,Florida,50+,Advanced degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Joseph Biden,Mitt Romney,2.5999999,5.6999998,2.5999999,2.8,2.7,6.4000001,,,,,NBC Nightly News,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,The Late Show with David Letterman,,,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,Liberal,2,Democrat,barack obama,dem,1,2.5999999,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,0,1,1,1,0,60,1,0,0,0
R_809ESmGxfBjvwEt,Dem,barbara boxer,obama,hillary clinton,john boener,sarah palin,george w bush,Female,Arkansas,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Nancy Pelosi,Mitt Romney,4,4,4,6.6999998,4.0999999,6.0999999,,,,,,,,Good Morning America,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Very important,Very well,Some of the time,Very little,,Liberal,2,Democrat,barack obama,dem,2,4,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,1,1,1,1,0,39.5,1,0,0,0
R_6FE1cSteI53lOa9,Rep,orin hatch,president obama,joe biden,mitt romney,george bush,ronald reagan,Female,Utah,30-49,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Hillary Clinton,John McCain,3.4000001,5.5999999,2.7,6.0999999,2.2,6.4000001,,,,,,,,,,,,,,,None of these,60 Minutes,,,,Ellen DeGeneres Show,,,,,,,,,Not very important,Not very well,Never,Very little,,Moderate,6,Republican,barack obama,dem,2,2.7,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,1,1,1,0,1,39.5,1,0,0,0
R_eEi426YHBXL71Bj,Dem,barack obama,bill clinton,tim kaine,sarah palin,chris chistie,eric cantor,Male,Virginia,30-49,Advanced degree,White/Caucasian,TRUE,Democrat,,Strong Democrat,,,Al Gore,John Boehner,2.2,7,2,4,2.5999999,5.9000001,,,,,NBC Nightly News,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,Liberal,1,Democrat,barack obama,dem,1,2.2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,1,1,1,0,39.5,1,0,0,0
R_71BVzhlomIo8Auh,Dem,nancy pelosi,barack obama,harry reid,mitch mcconnell,john boehner,chris christie,Female,Colorado,50+,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Hillary Clinton,Ted Cruz,4,6.0999999,5.0999999,6,4,7,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Very important,Very well,Most of the time,A great deal,,Liberal,1,Democrat,barack obama,dem,2,5.0999999,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,0,1,1,1,0,60,1,0,0,0
R_0O0o8z7Zz4D7NXv,Rep,hillary clinton,president obama,harry reid,george h.w. bush,george w. bush,ronald reagan,Male,New York,50+,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Bill Clinton,Chris Christie,1.6,4.6999998,1.1,4.4000001,2.3,4.8000002,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Some of the time,Very little,,Conservative,6,Republican,barack obama,dem,2,1.1,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,0,1,1,0,1,60,1,0,0,0
R_9HyrFtI4Hda0LQh,Ind,hilary clinton,bill clinton,barrack obama,george bush ii,george bush ,john kerry,Female,Missouri,18-29,Some college,White/Caucasian,FALSE,Independent,,,,Neither,John F. Kennedy,Sarah Palin,5.5,5.4000001,1.8,6.6999998,3.2,2.0999999,,,,,,,,,,,,,,,None of these,,,,,Ellen DeGeneres Show,,,,,,,,,Not important at all,Very well,Never,Somewhat,,I don't think in these terms,4,Independent,barack obama,dem,3,3.2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,1,0,1,0,0,0,23.5,1,0,0,0
R_6mpdJsk6jn0pWh7,Rep,nancy pelosi,harry reid,barack obama,ted cruz,john boehner,pat buchanan,Male,Illinois,30-49,High school degree or equivalent,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Hillary Clinton,Ronald Reagan,2.5,6,2,5.5,2,5,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not important at all,Not very well,Never,Somewhat,,Conservative,6,Republican,barack obama,dem,3,2,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,1,0,0,1,39.5,1,0,0,0
R_8pkCEmeODxLp5lP,Ind,sen. reid,rep. pelosi,pres. obama,sen. mccain,rep. terry,sen. johanns,Female,Nebraska,50+,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Neither,Bill Clinton,Ronald Reagan,1.9,4,2,5.0999999,3,6,,,,,,,,Good Morning America,,,,,,The Daily Show with Jon Stewart,,,,The O'Reilly Factor,,,,,,,,,,,Very important,Very well,Some of the time,A great deal,,Moderate,4,Independent,barack obama,dem,3,3,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,0,1,1,0,0,60,1,0,0,0
R_cPcMCwR1PpyTwxv,Ind,barack obama,nacy pelosi,hillary clinton,john bohner,sarah palin,michelle bachmann,Male,Idaho,18-29,Some college,White/Caucasian,FALSE,Independent,,,,Neither,Barack Obama,John Boehner,3,7,2.0999999,7,3,7,,,,,,,,,,,,The Tonight Show with Jay Leno,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,I don't think in these terms,4,Independent,barack obama,dem,1,3,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,1,0,1,0,0,0,23.5,1,0,0,0
R_bDdHSyA9Bj20LwF,Rep,obama,kennedy,nixon,george bush,harry truman,abraham lincoln,Female,Massachusetts,50+,Some college,White/Caucasian,FALSE,Republican,,,Strong Republican,,Franklin D. Roosevelt,Jeb Bush,2.0999999,5.4000001,2,4.0999999,1.5,3.4000001,,,,,,,,,,,,,,,None of these,,,,,,,Fox and Friends,Fox News,,,,,,Very important,Very well,Rarely,A great deal,,Conservative,7,Republican,barack obama,dem,1,2.0999999,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,0,1,0,0,1,60,1,0,0,0
R_0lBHlIMwY00IEER,Dem,barack obama,joe biden,harry reid,john boehner,paul ryan,sara palin,Male,Florida,50+,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,John F. Kennedy,John McCain,3,6,3,7,3,5,,,ABC World News,,,,,Good Morning America,,,,,,,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Most of the time,Somewhat,,Moderate,2,Democrat,barack obama,dem,1,3,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,0,1,1,1,0,60,1,0,0,0
R_eX52liw0mNUVLq5,Dem,barack obama,al gore,bill clinton,michael steele,mitt romney,rand paul,Male,New Jersey,18-29,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Franklin D. Roosevelt,George W. Bush,2.9000001,5.5999999,1.4,6.0999999,2.8,5.8000002,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,I don't think in these terms,2,Democrat,barack obama,dem,1,2.9000001,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,1,0,1,1,1,0,23.5,1,0,0,0
R_1ZdcAqpt6vcpcAB,Rep,obama,joe biden,nancy pelosi,tony parker,reince priebus,,Male,Illinois,18-29,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,John F. Kennedy,George W. Bush,4.4000001,2.9000001,5.5,4,5,1.9,,,,Today Show,,,,,,,CNN Headline News / Newsroom,,,The Daily Show with Jon Stewart,,60 Minutes,The Late Show with David Letterman,The O'Reilly Factor,,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,Moderate,6,Republican,barack obama,dem,1,4.4000001,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,1,0,1,1,0,1,23.5,1,0,0,0
R_esvv9ssUm76Qfv7,Dem,president obama,hillary clinton,joe biden,john boehner,john mccain,gov christie,Female,Florida,50+,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Nancy Pelosi,Marco Rubio,1.9,7,2,6,1.9,6,,,ABC World News,,,,,Good Morning America,CBS Evening News,,CNN Headline News / Newsroom,,,,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,I don't think in these terms,2,Democrat,barack obama,dem,1,1.9,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,0,1,1,1,0,60,1,0,0,0
R_bEEL9IJ4a23Eh2R,Dem,president obama,harry reid,patrick leahy,jack dorgan,john boehner,kevin mccarthy,Female,Arizona,50+,Some college,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Joseph Biden,George W. Bush,2.9000001,6,3,6,2.9000001,6,,,,,,,,,CBS Evening News,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Some of the time,Very little,,Conservative,2,Democrat,barack obama,dem,1,2.9000001,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,0,0,1,0,1,0,60,1,0,0,0
R_6gjIxXosAuubAfH,Dem,barack obama,joe biden,bill clinton,chris christie,john mccain,,Female,Pennsylvania,18-29,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Al Gore,Mitt Romney,3,5,2,6,4,7,,,,,,,,,,,,,,,None of these,60 Minutes,,,,,,,,,,,,,Very important,Very well,Rarely,Somewhat,,Liberal,1,Democrat,barack obama,dem,1,3,-1.3023176,-0.328999996,-0.307999998,-1.2719998,0,1,0,1,1,1,0,23.5,1,0,0,0
R_9yu72TbMHI1ZPc9,Dem,obama,clinton,hillary clinton,george bush,jack dorgan,marco rubio,Male,Florida,30-49,Some college,White/Caucasian,FALSE,Independent,,,,Closer to Democratic,Harry Reid,Sarah Palin,2.8,5.6999998,3.4000001,5.3000002,2.8,5.4000001,,,,,,,,,,,,,,,None of these,60 Minutes,,,,,,,,,,,,,Not very important,Not very well,Rarely,Somewhat,,Moderate,3,Democrat,barack obama,dem,1,2.8,-1.3023176,-0.328999996,-0.307999998,-1.2719998,1,0,1,1,0,1,0,39.5,1,0,0,0
